City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,kendari,-3.945,122.4989,24.02,93,35,0.88,ID,1687647198
83,la passe,45.5549,-0.8967,23.13,74,19,3.31,FR,1687647178
84,ust-nera,64.5667,143.2,27.21,37,33,3.67,RU,1687647196
85,newman,37.3138,-121.0208,31.68,10,4,3.35,US,1687646901
86,tura,25.5198,90.2201,23.56,96,46,2.48,IN,1687647198
87,okmulgee,35.6234,-95.9605,36.32,49,0,4.63,US,1687647142
88,porto novo,6.4965,2.6036,25.9,88,95,4.03,BJ,1687647199
89,auki,-8.7676,160.7034,28.42,76,92,3.44,SB,1687647199
90,qaqortoq,60.7167,-46.0333,4.21,83,6,2.33,GL,1687647199
91,flying fish cove,-10.4217,105.6791,24.82,88,75,3.09,CX,1687647200
92,murashi,59.3999,48.9615,9.09,84,45,2.07,RU,1687647200
93,khandyga,62.6667,135.6,27.22,47,2,0.74,RU,1687647200
94,gargalianoi,37.0667,21.6333,23.53,81,0,0.22,GR,1687647200
95,bamako,12.65,-8.0,28.23,78,0,1.54,ML,1687647172
96,korla,41.7597,86.1469,22.97,30,68,6.91,CN,1687647201
97,sitka,57.0531,-135.33,13.94,82,100,6.69,US,1687647166
98,argo,37.6333,22.7333,27.1,49,0,1.43,GR,1687647201
99,dudinka,69.4058,86.1778,9.79,84,100,2.11,RU,1687647202
100,mermoz boabab,14.7065,-17.4758,26.88,78,20,2.06,SN,1687647202
101,tazovsky,67.4667,78.7,7.32,86,100,3.6,RU,1687647202
102,motueka,-41.1333,173.0167,14.5,89,100,0.95,NZ,1687647202
103,bebedouro,-20.9494,-48.4792,19.0,48,100,2.31,BR,1687647202
104,amos,48.5669,-78.1162,24.25,39,83,4.91,CA,1687647203
105,al jawf,29.5,38.75,29.16,17,0,4.04,SA,1687647203
106,enewetak,11.3474,162.3373,27.94,79,87,8.33,MH,1687647203
107,chernihiv,51.0,32.0,16.36,82,100,2.16,UA,1687647203
108,kualakapuas,-3.0091,114.3876,22.91,93,21,0.55,ID,1687647203
109,barclayville,4.6797,-8.2339,24.11,87,100,3.62,LR,1687647203
110,st. john's,47.5649,-52.7093,20.15,83,75,6.17,CA,1687647204
111,shiyan,32.6475,110.7781,22.62,74,42,1.9,CN,1687647204
112,kingston,17.997,-76.7936,30.53,78,20,6.69,JM,1687646922
113,villamontes,-21.25,-63.5,23.56,55,0,0.97,BO,1687647204
114,luocheng,29.3848,104.0286,22.45,89,33,0.5,CN,1687647205
115,menaka,15.9182,2.4022,30.94,44,89,8.12,ML,1687647205
116,anadyr,64.75,177.4833,12.28,71,75,5.0,RU,1687647205
117,polyarnyy,69.1989,33.4478,11.88,79,100,3.47,RU,1687647205
118,suzaka,36.65,138.3167,24.99,87,49,0.49,JP,1687647205
119,boguchany,58.3814,97.4531,13.32,60,62,1.17,RU,1687647205
120,angaur state,6.906,134.13,27.55,82,100,8.53,PW,1687646975
121,papatowai,-46.5619,169.4708,11.09,76,99,0.56,NZ,1687647206
122,invercargill,-46.4,168.35,9.89,77,98,1.39,NZ,1687646859
123,makumbako,-8.85,34.8333,10.57,74,18,3.54,TZ,1687647206
124,mugia,43.1041,-9.2179,19.95,92,19,2.55,ES,1687647206
125,celestun,20.8667,-90.4,29.18,77,90,6.37,MX,1687647207
126,vigan,17.5747,120.3869,29.4,88,100,1.47,PH,1687647207
127,aasiaat,68.7098,-52.8699,2.09,86,98,3.03,GL,1687647207
128,northam,51.0333,-4.2167,19.1,76,7,5.02,GB,1687647207
129,labytnangi,66.6572,66.4183,7.51,68,93,2.62,RU,1687647207
130,harper,4.375,-7.7169,24.7,84,98,5.09,LR,1687647208
131,churapcha,62.0025,132.4325,24.75,56,0,0.63,RU,1687647208
132,saldanha,-33.0117,17.9442,13.03,92,2,6.0,ZA,1687647208
133,juneau,58.3019,-134.4197,17.0,100,100,5.14,US,1687647208
134,jaciara,-15.9653,-54.9683,23.83,46,100,1.15,BR,1687647077
135,thohoyandou,-22.9456,30.485,13.67,63,0,1.38,ZA,1687647208
136,rio gallegos,-51.6226,-69.2181,3.03,93,75,4.12,AR,1687647081
137,saint-philippe,-21.3585,55.7679,18.77,79,92,6.57,RE,1687647209
138,hamilton,39.1834,-84.5333,30.05,49,40,5.66,US,1687647043
139,naqadeh,36.9553,45.388,17.06,63,0,2.31,IR,1687647209
140,sarkand,45.41,79.9186,13.81,35,3,3.18,KZ,1687647209
141,san luis de la loma,17.2706,-100.8939,28.79,74,100,3.02,MX,1687647209
142,bardai,11.65,7.2333,23.05,82,44,5.46,NG,1687647210
143,vorkuta,67.5,64.0,4.32,77,2,2.32,RU,1687647210
144,tateyama,34.9833,139.8667,23.36,80,100,0.94,JP,1687647210
145,bosaso,11.2842,49.1816,33.8,40,43,7.62,SO,1687647210
146,kangding,30.0513,101.9603,11.99,90,48,2.74,CN,1687647210
147,sungai penuh,-2.0833,101.3833,17.24,97,84,1.33,ID,1687647168
148,sanga-sanga,5.0725,119.7853,27.53,74,100,1.37,PH,1687647211
149,lebu,-37.6167,-73.65,12.3,97,100,3.11,CL,1687647211
150,mandi bahauddin,32.5834,73.4843,35.73,40,1,4.54,PK,1687647211
151,pangoa,-12.1167,-73.0,23.04,77,6,1.04,PE,1687647211
152,nouadhibou,20.931,-17.0347,22.99,68,0,7.72,MR,1687647212
153,acarau,-2.8856,-40.12,26.06,75,67,4.74,BR,1687647212
154,talnakh,69.4865,88.3972,9.56,89,100,2.01,RU,1687647191
155,kuta,-8.7233,115.1723,25.0,88,20,0.51,ID,1687647212
156,levuka,50.1834,-105.4011,24.9,34,100,1.87,CA,1687647212
157,maardu,59.4767,25.025,15.0,73,75,3.09,EE,1687647213
158,boyeros,22.9998,-82.3876,24.93,83,75,4.12,CU,1687647213
159,tolanaro,-25.0319,46.9987,16.04,88,75,2.06,MG,1687647177
160,wad rawah,15.1603,33.1397,32.43,31,44,2.95,SD,1687647213
161,ko pha ngan,9.7578,100.0291,26.38,78,100,6.98,TH,1687647213
162,revda,56.801,59.9303,7.07,95,58,1.59,RU,1687647213
163,oriximina,-1.7656,-55.8661,26.77,68,19,1.62,BR,1687647214
164,new norfolk,-42.7826,147.0587,6.07,94,96,1.08,AU,1687647214
165,hermanus,-34.4187,19.2345,13.22,90,100,6.25,ZA,1687647214
166,vilyuchinsk,52.9306,158.4028,20.15,78,96,0.77,RU,1687647214
167,iskateley,67.6803,53.1512,9.43,67,98,2.16,RU,1687647196
168,constantia,44.1833,28.65,18.38,77,0,2.11,RO,1687647161
169,bredasdorp,-34.5322,20.0403,12.4,94,100,4.93,ZA,1687647215
170,laguna,38.421,-121.4238,31.19,39,0,4.63,US,1687647216
171,babai,22.7,77.9333,27.8,76,94,4.09,IN,1687647216
172,oltinko'l,40.8011,72.1634,26.0,19,35,1.82,UZ,1687647216
173,torghay,49.6339,63.4981,12.09,64,19,1.28,KZ,1687647216
174,egilsstadir,65.2653,-14.3948,13.95,77,75,4.63,IS,1687647216
175,szczytno,53.5626,20.9875,14.96,82,0,2.57,PL,1687647166
176,cabo san lucas,22.8909,-109.9124,33.12,71,2,0.89,MX,1687647217
177,alice springs,-23.7,133.8833,12.9,53,55,25.48,AU,1687647077
178,stanley,54.868,-1.6985,18.21,88,0,1.03,GB,1687647180
179,kasane,-17.8167,25.15,11.96,64,0,1.81,BW,1687647217
180,reggane,26.7158,0.1714,34.9,9,0,5.31,DZ,1687647217
181,longyearbyen,78.2186,15.6401,3.91,81,75,3.6,SJ,1687647161
182,beyneu,45.3167,55.2,22.14,44,1,2.93,KZ,1687647218
183,kuanda,56.3161,116.0806,17.98,77,100,1.55,RU,1687647218
184,hluti,-27.2167,31.6167,12.77,61,0,1.37,SZ,1687647218
185,petrovsk-zabaykal'skiy,51.273,108.843,13.72,92,10,1.63,RU,1687647218
186,vorgashor,67.5833,63.95,4.13,74,1,2.46,RU,1687647216
187,charters towers,-20.1,146.2667,20.55,77,42,4.42,AU,1687647219
188,cruzeiro do sul,-29.5128,-51.9853,21.39,93,35,2.08,BR,1687647219
189,miyaly,48.8844,53.7836,19.13,64,44,4.78,KZ,1687647219
190,matoury,4.8483,-52.3317,26.98,83,0,3.09,GF,1687647219
191,kununurra,-15.7667,128.7333,18.99,94,54,1.54,AU,1687647219
192,kone,-21.0595,164.8658,22.4,56,16,2.28,NC,1687647219
193,remire-montjoly,4.9167,-52.2667,27.02,83,0,3.09,GF,1687647082
194,toledo,39.8333,-4.0,31.29,26,0,1.78,ES,1687647169
195,iwanai,42.9744,140.5089,21.99,66,29,0.86,JP,1687647220
196,jamestown,42.097,-79.2353,23.9,78,20,4.12,US,1687647217
197,vancleave,30.5405,-88.6875,32.38,61,0,2.57,US,1687647220
198,weno,7.4515,151.8468,26.97,89,100,0.0,FM,1687647220
199,port elizabeth,-33.918,25.5701,14.62,96,75,2.57,ZA,1687647221
200,solnechnyy,50.7214,136.6319,17.32,97,100,2.76,RU,1687647221
201,sparta,43.9441,-90.8129,31.74,53,91,6.32,US,1687647221
202,portage la prairie,49.9728,-98.2926,23.39,61,100,4.31,CA,1687646983
203,nemuro,43.3236,145.575,11.05,93,89,1.98,JP,1687646961
204,luganville,-15.5333,167.1667,24.77,65,65,4.98,VU,1687647222
205,sonoita,31.85,-112.8333,37.57,4,0,5.82,MX,1687647222
206,brookings,44.3114,-96.7984,25.14,67,0,6.17,US,1687647222
207,vadso,70.0744,29.7487,10.49,90,100,3.09,NO,1687647222
208,broome,42.2506,-75.833,23.17,83,100,2.57,US,1687647222
209,roma,43.2128,-75.4557,24.85,82,0,4.12,US,1687647223
210,menongue,-14.6585,17.691,10.38,45,0,2.21,AO,1687647223
211,si racha,13.1737,100.9311,25.05,57,62,0.45,TH,1687647223
212,zhuanghe,39.7008,122.9911,22.39,83,6,2.48,CN,1687647223
213,ninh binh,20.2539,105.975,24.74,96,100,1.99,VN,1687647223
214,coquimbo,-29.9533,-71.3436,16.85,94,0,3.09,CL,1687647224
215,vel'sk,61.0701,42.0983,11.45,70,98,1.88,RU,1687647225
216,mount isa,-20.7333,139.5,17.87,59,52,0.51,AU,1687647226
217,kyzylorda,44.8528,65.5092,15.01,55,0,2.0,KZ,1687647226
218,avarua,-21.2078,-159.775,21.03,94,75,7.2,CK,1687647169
219,padang,-0.9492,100.3543,24.79,87,93,1.69,ID,1687647123
220,laghouat,33.8,2.8651,28.97,18,7,1.68,DZ,1687647228
221,freetown,8.484,-13.2299,25.95,84,99,2.71,SL,1687647229
222,gwanda,-20.9333,29.0,10.93,64,0,1.66,ZW,1687647229
223,san patricio,28.017,-97.5169,35.66,52,5,7.45,US,1687647230
224,kurchatov,51.6601,35.6521,17.23,91,71,2.88,RU,1687647230
225,el calafate,-50.3408,-72.2768,1.45,93,92,0.97,AR,1687647230
226,pangai,-19.8,-174.35,24.11,63,2,5.39,TO,1687647230
227,igarka,67.4667,86.5833,9.86,63,45,3.41,RU,1687647231
228,umm ruwaba,12.9061,31.2158,30.37,48,39,5.29,SD,1687647231
229,aldan,58.6031,125.3894,19.08,63,3,0.91,RU,1687647231
230,san marcos,33.1434,-117.1661,29.28,59,0,3.6,US,1687646944
231,kargopol',61.5071,38.9456,11.29,67,82,1.36,RU,1687647231
232,arraial do cabo,-22.9661,-42.0278,20.92,88,0,2.06,BR,1687647232
233,wabag,-5.4781,143.7021,17.54,67,27,0.42,PG,1687647232
234,algeciras,36.1333,-5.4505,23.82,73,0,7.2,ES,1687647232
235,santa elena de uairen,4.6167,-61.1333,20.85,86,44,1.18,VE,1687647232
236,changji,44.0167,87.3167,20.44,45,0,4.0,CN,1687647232
237,gubkinskiy,64.434,76.5026,7.19,75,100,3.03,RU,1687647233
238,tralee,52.2704,-9.7026,16.83,81,67,6.16,IE,1687647233
239,castillos,-34.1667,-53.8333,15.68,96,100,0.79,UY,1687647233
240,aitape,-3.1374,142.3475,27.71,71,91,1.92,PG,1687647233
241,ouadda,8.0777,22.4007,19.64,98,99,1.14,CF,1687647233
242,sale,34.0389,-6.8166,28.13,94,4,1.54,MA,1687647234
243,devonport,-41.1667,146.35,8.62,98,78,0.45,AU,1687647234
244,alofi,-19.0595,-169.9187,25.94,65,17,2.57,NU,1687647234
245,carutapera,-1.195,-46.02,24.72,88,14,2.77,BR,1687647234
246,pacific grove,36.6177,-121.9166,21.97,72,40,4.63,US,1687647034
247,yamada,39.4667,141.95,20.3,83,93,1.38,JP,1687647234
248,frankenmuth,43.3317,-83.738,31.34,40,0,3.09,US,1687647235
249,amungan,15.3652,119.9582,27.3,76,100,1.74,PH,1687647235
250,lata,40.1629,-8.3327,23.29,89,5,1.32,PT,1687647235
251,sola,-13.8833,167.55,25.03,67,28,9.93,VU,1687647235
252,candido de abreu,-24.5669,-51.3333,16.46,88,0,0.58,BR,1687647135
253,gua musang,4.8823,101.9644,22.79,99,99,0.2,MY,1687647236
254,rosario,-32.9468,-60.6393,17.19,77,75,1.03,AR,1687646995
255,pleiku,13.9833,108.0,20.78,91,100,0.64,VN,1687647236
256,turpan,42.9333,89.1667,27.77,23,46,1.64,CN,1687647236
257,selfoss,63.9331,-20.9971,13.36,96,100,0.82,IS,1687647236
258,robertsport,6.7533,-11.3686,25.45,86,100,3.52,LR,1687647237
259,isla mujeres,21.2311,-86.731,27.03,83,100,3.4,MX,1687647237
260,yuktae-dong,40.0247,128.1597,20.6,88,4,0.81,KP,1687647237
261,jayapura,-2.5333,140.7,26.66,74,49,1.91,ID,1687647237
262,mount gambier,-37.8333,140.7667,11.1,91,93,8.09,AU,1687646659
263,puerto baquerizo moreno,-0.9,-89.6,26.55,74,40,5.14,EC,1687647140
264,talcahuano,-36.7167,-73.1167,12.82,100,100,1.54,CL,1687647130
265,naze,28.3667,129.4833,24.51,89,85,3.51,JP,1687647238
266,vanino,49.0869,140.2543,20.15,57,97,2.11,RU,1687647238
267,warrnambool,-38.3833,142.4833,8.52,82,100,11.64,AU,1687647238
268,tual,-5.6667,132.75,26.93,81,48,6.1,ID,1687647239
269,nuku'alofa,-21.1333,-175.2,25.19,65,20,4.12,TO,1687647008
270,east london,-33.0153,27.9116,14.9,80,1,3.0,ZA,1687647239
271,cidreira,-30.1811,-50.2056,18.5,90,86,3.27,BR,1687647239
272,el fasher,13.6279,25.3494,29.57,40,93,3.73,SD,1687647239
273,arawa,-6.2132,155.5367,26.87,89,100,1.16,PG,1687647239
274,punta arenas,-53.15,-70.9167,2.06,93,75,3.09,CL,1687647240
275,fale old settlement,-9.3852,-171.2468,28.44,68,5,5.96,TK,1687647240
276,vernon,50.2581,-119.2691,26.2,38,43,4.12,CA,1687647066
277,mariehamn,60.0973,19.9348,8.92,93,0,1.03,AX,1687647240
278,afaahiti,-17.75,-149.2833,27.93,83,57,6.34,PF,1687647240
279,geraldton,-28.7667,114.6,12.23,94,75,4.12,AU,1687647241
280,qamdo,31.1667,97.2333,3.98,73,43,0.63,CN,1687647241
281,utrik,11.2278,169.8474,27.87,79,84,9.07,MH,1687647241
282,purpe,64.4803,76.6897,6.95,79,100,3.02,RU,1687647241
283,sabzevar,36.2126,57.6819,25.75,27,94,9.82,IR,1687647241
284,hobyo,5.3505,48.5268,25.16,82,91,10.9,SO,1687647242
285,shingu,33.7333,135.9833,24.17,65,100,0.83,JP,1687647242
286,kem',64.9555,34.5793,10.35,73,97,2.25,RU,1687647242
287,les cayes,18.2,-73.75,27.94,76,92,2.57,HT,1687647242
288,karasu mahallesi,41.071,30.7854,19.19,75,0,0.8,TR,1687647242
289,gaspe,48.8334,-64.4819,21.12,68,100,2.06,CA,1687647243
290,martapura,-3.4167,114.85,23.05,94,20,1.03,ID,1687647243
291,badger,64.8,-147.5333,25.0,51,75,1.54,US,1687647243
292,plattling,48.7833,12.8667,15.23,85,0,2.08,DE,1687647243
293,westport,41.1415,-73.3579,26.27,81,100,4.63,US,1687647243
294,hilo,19.7297,-155.09,26.85,76,75,4.63,US,1687647244
295,gizo,-8.103,156.8419,28.0,83,100,8.75,SB,1687647244
296,al kharijah,25.4514,30.5464,28.41,20,0,3.09,EG,1687647244
297,toliara,-23.35,43.6667,15.68,64,0,6.03,MG,1687647244
298,ambalangoda,6.2355,80.0538,26.49,84,100,5.28,LK,1687647245
299,tsiombe,-25.3,45.4833,15.49,66,64,2.6,MG,1687647245
300,heunghae,36.1125,129.3522,22.48,71,80,1.28,KR,1687647245
301,isna,25.2934,32.554,31.01,16,0,4.83,EG,1687647245
302,uturoa,-16.7333,-151.4333,27.19,77,23,4.26,PF,1687647245
303,marialva,-23.485,-51.7917,20.26,82,0,2.63,BR,1687647246
304,sankt veit an der glan,46.7681,14.3603,17.73,77,75,1.54,AT,1687647246
305,yemva,62.59,50.8594,11.36,71,87,2.39,RU,1687647246
306,itoman,26.1247,127.6694,28.01,89,75,5.66,JP,1687647247
307,sultanah,24.4926,39.5857,35.25,12,0,2.57,SA,1687647247
308,dalandzadgad,43.5708,104.425,22.27,36,24,1.87,MN,1687647247
309,ola,59.5833,151.2833,21.75,72,66,2.48,RU,1687647217
310,thenia,36.7254,3.5567,20.16,69,0,1.25,DZ,1687647247
311,shakhtersk,48.0625,38.5167,18.01,94,100,2.56,UA,1687647248
312,dungarvan,52.0881,-7.6253,17.53,100,54,3.13,IE,1687647248
313,pelabuhanratu,-6.9875,106.5514,24.32,90,84,1.95,ID,1687647248
314,salida,37.7058,-121.0849,30.05,38,0,2.57,US,1687647248
315,qusmuryn,52.4503,64.6311,11.33,66,95,3.39,KZ,1687647248
316,fortuna,40.5982,-124.1573,14.81,90,100,4.63,US,1687647248
317,poplar bluff,36.757,-90.3929,33.76,50,0,4.63,US,1687647249
318,emerald,-23.5333,148.1667,22.32,64,67,3.6,AU,1687647249
319,labasa,-16.4167,179.3833,25.87,62,28,2.21,FJ,1687647249
320,kertih,4.5141,103.4483,24.01,94,100,0.0,MY,1687647249
321,kamina,-8.7386,24.9906,14.8,46,97,1.5,CD,1687647250
322,hovd,48.0056,91.6419,12.09,39,1,3.7,MN,1687647250
323,nantucket,41.2835,-70.0995,24.08,93,100,6.57,US,1687647061
324,okhotsk,59.3833,143.3,14.77,72,94,2.53,RU,1687647250
325,mejit,10.2753,170.8646,28.06,81,51,8.68,MH,1687647250
326,nova sintra,14.8667,-24.7167,20.95,83,1,9.42,CV,1687647250
327,yuzhno-kurilsk,44.0306,145.8556,14.11,79,76,1.37,RU,1687647251
328,minas de marcona,-15.2119,-75.1103,15.11,75,3,3.66,PE,1687647251
329,mar del plata,-38.0023,-57.5575,13.38,95,100,3.6,AR,1687647061
330,suva,-18.1416,178.4415,24.71,65,20,1.03,FJ,1687647112
331,conduaga,8.862,117.4893,26.29,85,95,1.01,PH,1687647251
332,turkeli,41.9476,34.3386,21.22,64,0,1.7,TR,1687647252
333,forster,-32.1667,152.5167,14.52,44,0,2.64,AU,1687647252
334,joypur hat,25.0943,89.0217,26.82,87,39,5.4,BD,1687647252
335,severobaykal'sk,55.65,109.3167,9.11,97,100,0.66,RU,1687647252
336,fort bragg,35.139,-79.006,28.32,76,62,0.45,US,1687647252
337,hinthada,17.6333,95.4667,25.15,92,100,1.94,MM,1687647253
338,dharmadam,11.7833,75.4333,25.67,83,100,0.99,IN,1687647253
339,walvis bay,-22.9575,14.5053,12.53,94,26,2.57,NA,1687647253
340,callao,-12.0667,-77.15,24.29,64,0,3.6,PE,1687647253
341,kismayo,-0.3582,42.5454,25.03,79,49,7.69,SO,1687647253
342,ada,43.4166,-116.1262,29.72,24,0,1.79,US,1687647202
343,sandnessjoen,66.0217,12.6316,8.29,71,0,2.57,NO,1687647254
344,sinazongwe,-17.2614,27.4618,16.95,66,0,1.43,ZM,1687647254
345,ballina,-28.8667,153.5667,17.66,42,7,2.02,AU,1687647254
346,verkhnevilyuysk,63.4453,120.3167,20.53,56,100,1.61,RU,1687647254
347,el granada,37.5027,-122.4694,23.85,67,20,10.29,US,1687647231
348,vila velha,-20.3297,-40.2925,22.97,86,75,1.54,BR,1687647166
349,izhevsk,56.85,53.2333,8.4,86,69,1.33,RU,1687647255
350,isangel,-19.55,169.2667,23.08,62,8,5.77,VU,1687647255
351,moussoro,13.6408,16.4901,29.88,52,74,3.79,TD,1687647255
352,galashki,43.1136,44.9894,14.53,64,0,2.79,RU,1687647255
353,midvagur,62.0511,-7.1939,14.46,100,100,7.2,FO,1687647255
354,broken hill,-31.95,141.4333,7.57,48,0,7.38,AU,1687647256
355,klyuchi,52.2667,79.1667,12.29,50,100,1.55,RU,1687647256
356,rieti,42.4072,12.8592,19.79,76,0,2.47,IT,1687647256
357,turkmenbasy,40.0222,52.9552,20.43,45,0,6.17,TM,1687647256
358,codrington,-38.2667,141.9667,9.42,90,98,9.67,AU,1687647256
359,aykhal,66.0,111.5,15.39,54,75,4.41,RU,1687647257
360,pimentel,-6.8367,-79.9342,25.16,69,0,7.72,PE,1687647257
361,luderitz,-26.6481,15.1594,13.33,88,0,5.08,NA,1687647257
362,morondava,-20.2833,44.2833,18.81,61,0,4.41,MG,1687647257
363,puerto deseado,-47.7503,-65.8938,5.29,78,96,2.23,AR,1687647257
364,nema,57.5067,50.5011,8.31,92,10,2.33,RU,1687647258
365,campos belos,-13.0367,-46.7717,21.95,39,100,1.35,BR,1687647258
366,tofol,5.3248,163.0078,27.95,79,100,6.2,FM,1687647258
367,valka,57.7752,26.0101,13.36,75,94,0.45,LV,1687647258
